k,Messages,UpperBound,Time,Success
5,128,177,0,1
5,125,177,0,1
5,139,177,0,1
5,125,177,0,1
5,139,177,0,1
5,123,177,0,1
5,107,177,0,1
5,128,177,0,1
5,121,177,0,1
5,131,177,0,1
5,123,177,0,1
5,125,177,0,1
5,149,177,0,1
5,127,177,0,1
5,132,177,0,1
5,131,177,0,1
5,127,177,0,1
5,123,177,0,1
5,120,177,0,1
5,131,177,0,1
5,119,177,0,1
5,133,177,0,1
5,129,177,0,1
5,118,177,133100,1
5,123,177,0,1
5,131,177,0,1
5,117,177,0,1
5,127,177,0,1
5,119,177,0,1
5,127,177,0,1
5,137,177,0,1
5,124,177,0,1
5,129,177,0,1
5,137,177,0,1
5,127,177,0,1
5,123,177,0,1
5,117,177,0,1
5,135,177,0,1
5,117,177,0,1
5,127,177,0,1
5,129,177,0,1
5,118,177,0,1
5,123,177,0,1
5,121,177,0,1
5,127,177,0,1
5,131,177,0,1
5,123,177,0,1
5,125,177,0,1
5,127,177,0,1
5,121,177,0,1
5,132,177,0,1
5,143,177,0,1
5,123,177,0,1
5,137,177,0,1
5,129,177,0,1
5,116,177,0,1
5,121,177,0,1
5,121,177,0,1
5,115,177,0,1
5,131,177,0,1
5,126,177,0,1
5,123,177,0,1
5,133,177,0,1
5,131,177,0,1
5,123,177,0,1
5,121,177,0,1
5,126,177,0,1
5,125,177,0,1
5,129,177,0,1
5,123,177,0,1
5,121,177,0,1
5,117,177,0,1
5,121,177,0,1
5,127,177,0,1
5,113,177,0,1
5,127,177,0,1
5,124,177,0,1
5,115,177,0,1
5,132,177,0,1
5,125,177,0,1
5,109,177,0,1
5,139,177,0,1
5,113,177,0,1
5,125,177,0,1
5,123,177,0,1
5,113,177,0,1
5,129,177,0,1
5,129,177,0,1
5,143,177,0,1
5,133,177,0,1
5,131,177,0,1
5,131,177,0,1
5,125,177,0,1
5,123,177,0,1
5,129,177,0,1
5,125,177,0,1
5,125,177,0,1
5,129,177,0,1
5,125,177,0,1
5,129,177,0,1
5,121,177,0,1
5,134,177,0,1
5,128,177,0,1
5,129,177,0,1
5,116,177,0,1
5,125,177,0,1
5,129,177,0,1
5,135,177,0,1
5,117,177,0,1
5,121,177,0,1
5,137,177,0,1
5,125,177,0,1
5,129,177,0,1
5,137,177,0,1
5,128,177,0,1
5,131,177,0,1
5,131,177,0,1
5,145,177,0,1
5,123,177,0,1
5,127,177,0,1
5,133,177,0,1
5,129,177,0,1
5,125,177,0,1
5,133,177,0,1
5,119,177,0,1
5,127,177,0,1
5,127,177,0,1
5,131,177,0,1
5,129,177,0,1
5,131,177,0,1
5,137,177,0,1
5,131,177,0,1
5,122,177,0,1
5,123,177,0,1
5,137,177,0,1
5,129,177,0,1
5,121,177,0,1
5,121,177,0,1
5,139,177,0,1
5,131,177,0,1
5,123,177,0,1
5,123,177,0,1
5,125,177,0,1
5,125,177,0,1
5,135,177,0,1
5,127,177,0,1
5,117,177,0,1
5,122,177,0,1
5,127,177,0,1
5,121,177,0,1
5,129,177,0,1
5,123,177,0,1
5,123,177,0,1
5,131,177,0,1
5,125,177,0,1
5,135,177,0,1
5,135,177,0,1
5,113,177,0,1
5,135,177,0,1
5,133,177,0,1
5,135,177,0,1
5,129,177,0,1
5,139,177,0,1
5,115,177,0,1
5,131,177,0,1
5,115,177,0,1
5,126,177,0,1
5,129,177,0,1
5,133,177,0,1
5,137,177,0,1
5,125,177,0,1
5,127,177,0,1
5,123,177,0,1
5,125,177,0,1
5,131,177,0,1
5,121,177,0,1
5,119,177,0,1
5,116,177,0,1
5,129,177,0,1
5,123,177,0,1
5,127,177,0,1
5,123,177,0,1
5,115,177,0,1
5,129,177,0,1
5,131,177,0,1
5,125,177,0,1
5,127,177,0,1
5,125,177,0,1
5,129,177,0,1
5,127,177,0,1
5,113,177,0,1
5,125,177,0,1
5,121,177,0,1
5,131,177,0,1
5,139,177,0,1
5,127,177,0,1
5,145,177,0,1
5,115,177,0,1
5,126,177,0,1
5,131,177,0,1
5,119,177,0,1
5,126,177,0,1
5,133,177,0,1
5,115,177,0,1
5,131,177,0,1
5,129,177,0,1
5,121,177,0,1
5,107,177,0,1
5,127,177,0,1
5,119,177,0,1
5,125,177,0,1
5,114,177,0,1
5,121,177,0,1
5,139,177,0,1
5,122,177,0,1
5,133,177,0,1
5,128,177,0,1
5,137,177,0,1
5,137,177,0,1
5,121,177,0,1
5,113,177,0,1
5,126,177,0,1
5,133,177,0,1
5,127,177,0,1
5,123,177,0,1
5,123,177,0,1
5,119,177,0,1
5,120,177,0,1
5,135,177,0,1
5,117,177,0,1
5,127,177,0,1
5,123,177,0,1
5,128,177,0,1
5,129,177,0,1
5,138,177,0,1
5,137,177,0,1
5,133,177,0,1
5,115,177,0,1
5,115,177,0,1
5,135,177,0,1
5,127,177,0,1
5,131,177,0,1
5,137,177,0,1
5,141,177,0,1
5,135,177,0,1
5,134,177,0,1
5,122,177,0,1
5,135,177,0,1
5,123,177,0,1
5,123,177,0,1
5,133,177,0,1
5,121,177,0,1
5,131,177,0,1
5,121,177,0,1
5,119,177,0,1
5,139,177,0,1
5,131,177,0,1
5,141,177,0,1
5,121,177,0,1
5,133,177,0,1
5,123,177,0,1
5,123,177,0,1
5,123,177,0,1
5,116,177,0,1
5,122,177,0,1
5,123,177,0,1
5,125,177,0,1
5,127,177,0,1
5,140,177,402200,1
5,119,177,0,1
5,131,177,0,1
6,255,387,0,1
6,273,387,0,1
6,277,387,0,1
6,261,387,0,1
6,261,387,0,1
6,277,387,0,1
6,264,387,0,1
6,268,387,0,1
6,289,387,0,1
6,273,387,0,1
6,271,387,0,1
6,271,387,0,1
6,243,387,0,1
6,273,387,0,1
6,279,387,0,1
6,268,387,0,1
6,245,387,0,1
6,257,387,0,1
6,245,387,0,1
6,249,387,0,1
6,269,387,0,1
6,244,387,0,1
6,269,387,0,1
6,247,387,0,1
6,259,387,0,1
6,279,387,0,1
6,295,387,0,1
6,277,387,0,1
6,273,387,0,1
6,263,387,0,1
6,293,387,241800,1
6,262,387,0,1
6,289,387,0,1
6,293,387,0,1
6,251,387,0,1
6,273,387,0,1
6,242,387,0,1
6,281,387,0,1
6,271,387,0,1
6,243,387,0,1
6,263,387,0,1
6,267,387,0,1
6,262,387,0,1
6,301,387,0,1
6,256,387,0,1
6,255,387,0,1
6,259,387,0,1
6,259,387,0,1
6,286,387,0,1
6,259,387,0,1
6,263,387,0,1
6,255,387,0,1
6,277,387,0,1
6,260,387,0,1
6,275,387,0,1
6,271,387,0,1
6,277,387,0,1
6,269,387,0,1
6,243,387,0,1
6,277,387,0,1
6,260,387,0,1
6,259,387,0,1
6,267,387,0,1
6,277,387,0,1
6,277,387,0,1
6,245,387,0,1
6,275,387,0,1
6,266,387,0,1
6,251,387,0,1
6,243,387,0,1
6,257,387,0,1
6,279,387,0,1
6,255,387,0,1
6,255,387,0,1
6,284,387,0,1
6,269,387,0,1
6,283,387,0,1
6,265,387,0,1
6,297,387,0,1
6,262,387,0,1
6,280,387,0,1
6,267,387,0,1
6,265,387,0,1
6,281,387,0,1
6,289,387,0,1
6,277,387,0,1
6,253,387,0,1
6,267,387,0,1
6,259,387,0,1
6,249,387,0,1
6,283,387,0,1
6,261,387,0,1
6,271,387,0,1
6,289,387,0,1
6,253,387,0,1
6,243,387,0,1
6,277,387,0,1
6,273,387,0,1
6,270,387,0,1
6,251,387,0,1
6,273,387,0,1
6,269,387,0,1
6,279,387,0,1
6,289,387,0,1
6,267,387,0,1
6,289,387,0,1
6,273,387,0,1
6,261,387,232400,1
6,279,387,0,1
6,248,387,0,1
6,287,387,0,1
6,249,387,0,1
6,287,387,0,1
6,265,387,0,1
6,269,387,0,1
6,273,387,0,1
6,249,387,0,1
6,275,387,0,1
6,277,387,0,1
6,257,387,0,1
6,273,387,0,1
6,283,387,0,1
6,287,387,0,1
6,271,387,0,1
6,241,387,0,1
6,277,387,0,1
6,257,387,0,1
6,289,387,302000,1
6,263,387,0,1
6,247,387,0,1
6,275,387,0,1
6,251,387,0,1
6,269,387,0,1
6,299,387,0,1
6,267,387,0,1
6,269,387,0,1
6,269,387,0,1
6,273,387,0,1
6,260,387,0,1
6,273,387,0,1
6,285,387,0,1
6,241,387,0,1
6,265,387,0,1
6,273,387,0,1
6,267,387,0,1
6,278,387,0,1
6,269,387,0,1
6,265,387,0,1
6,260,387,0,1
6,243,387,0,1
6,253,387,0,1
6,297,387,0,1
6,269,387,0,1
6,267,387,0,1
6,269,387,0,1
6,285,387,0,1
6,267,387,0,1
6,275,387,0,1
6,265,387,0,1
6,257,387,0,1
6,285,387,0,1
6,255,387,0,1
6,270,387,0,1
6,259,387,0,1
6,273,387,0,1
6,269,387,0,1
6,265,387,0,1
6,275,387,0,1
6,275,387,0,1
6,263,387,0,1
6,239,387,0,1
6,266,387,0,1
6,259,387,0,1
6,270,387,0,1
6,265,387,0,1
6,239,387,0,1
6,257,387,0,1
6,273,387,0,1
6,291,387,0,1
6,263,387,0,1
6,263,387,0,1
6,277,387,0,1
6,239,387,0,1
6,253,387,0,1
6,273,387,0,1
6,260,387,0,1
6,263,387,0,1
6,267,387,0,1
6,261,387,0,1
6,269,387,0,1
6,243,387,0,1
6,265,387,0,1
6,269,387,0,1
6,279,387,0,1
6,267,387,0,1
6,289,387,0,1
6,269,387,0,1
6,277,387,0,1
6,255,387,0,1
6,272,387,0,1
6,271,387,0,1
6,269,387,0,1
6,273,387,0,1
6,249,387,0,1
6,277,387,0,1
6,253,387,0,1
6,281,387,0,1
6,275,387,0,1
6,247,387,0,1
6,243,387,0,1
6,263,387,0,1
6,253,387,0,1
6,265,387,0,1
6,271,387,0,1
6,259,387,0,1
6,274,387,0,1
6,255,387,0,1
6,265,387,0,1
6,261,387,0,1
6,261,387,0,1
6,267,387,0,1
6,268,387,0,1
6,267,387,0,1
6,261,387,0,1
6,267,387,0,1
6,245,387,0,1
6,255,387,0,1
6,257,387,0,1
6,279,387,0,1
6,261,387,0,1
6,283,387,0,1
6,249,387,0,1
6,261,387,0,1
6,249,387,0,1
6,267,387,0,1
6,241,387,0,1
6,245,387,0,1
6,257,387,0,1
6,261,387,0,1
6,255,387,0,1
6,283,387,0,1
6,277,387,0,1
6,266,387,0,1
6,251,387,0,1
6,275,387,0,1
6,275,387,0,1
6,261,387,0,1
6,267,387,0,1
6,260,387,0,1
6,249,387,0,1
6,275,387,0,1
6,263,387,0,1
6,275,387,0,1
6,271,387,0,1
6,287,387,0,1
6,249,387,252600,1
6,264,387,0,1
6,261,387,0,1
6,264,387,0,1
6,251,387,0,1
6,261,387,0,1
6,275,387,0,1
6,273,387,0,1
6,270,387,0,1
6,249,387,0,1
6,261,387,0,1
6,267,387,0,1
6,265,387,0,1
6,281,387,0,1
6,283,387,0,1
6,253,387,0,1
6,235,387,0,1
6,273,387,0,1
6,263,387,0,1
6,257,387,0,1
6,275,387,0,1
6,247,387,0,1
6,273,387,0,1
6,238,387,235600,1
6,293,387,0,1
6,259,387,0,1
6,253,387,0,1
6,279,387,0,1
6,285,387,0,1
6,285,387,0,1
6,257,387,0,1
6,270,387,0,1
6,273,387,0,1
6,287,387,253300,1
6,251,387,0,1
6,267,387,0,1
6,266,387,0,1
6,275,387,0,1
6,275,387,0,1
6,255,387,0,1
6,253,387,0,1
6,261,387,0,1
6,271,387,0,1
6,277,387,0,1
6,271,387,0,1
6,249,387,0,1
6,269,387,0,1
6,259,387,0,1
6,273,387,0,1
6,273,387,0,1
6,269,387,0,1
6,255,387,0,1
6,269,387,0,1
6,305,387,0,1
6,261,387,0,1
6,257,387,0,1
6,249,387,0,1
6,285,387,0,1
6,281,387,0,1
6,269,387,0,1
6,267,387,0,1
6,277,387,0,1
6,261,387,0,1
6,280,387,0,1
6,269,387,239700,1
6,277,387,0,1
6,271,387,0,1
6,289,387,0,1
6,269,387,0,1
6,253,387,0,1
6,259,387,0,1
6,281,387,0,1
6,251,387,0,1
6,269,387,0,1
6,233,387,0,1
6,260,387,0,1
6,283,387,0,1
6,269,387,0,1
6,257,387,0,1
6,265,387,0,1
6,261,387,0,1
6,259,387,0,1
6,260,387,0,1
6,265,387,0,1
6,271,387,0,1
6,257,387,0,1
6,277,387,0,1
6,266,387,0,1
6,243,387,0,1
6,279,387,0,1
6,255,387,0,1
6,269,387,0,1
6,295,387,0,1
6,275,387,0,1
6,241,387,0,1
6,275,387,0,1
6,265,387,0,1
6,271,387,0,1
6,267,387,0,1
6,277,387,0,1
6,251,387,0,1
6,269,387,0,1
6,289,387,0,1
6,255,387,0,1
6,289,387,0,1
6,289,387,0,1
6,259,387,0,1
6,273,387,0,1
6,279,387,0,1
6,261,387,0,1
6,279,387,0,1
6,256,387,0,1
6,281,387,131400,1
6,255,387,0,1
6,279,387,0,1
6,269,387,0,1
6,267,387,0,1
6,271,387,0,1
6,261,387,0,1
6,271,387,0,1
6,255,387,0,1
6,271,387,0,1
6,243,387,0,1
6,273,387,0,1
6,263,387,0,1
6,273,387,0,1
6,259,387,0,1
6,259,387,0,1
6,249,387,0,1
6,295,387,0,1
6,273,387,0,1
6,270,387,0,1
6,262,387,0,1
6,251,387,0,1
6,273,387,0,1
6,277,387,0,1
6,267,387,0,1
6,273,387,0,1
6,279,387,0,1
6,265,387,0,1
6,257,387,0,1
6,259,387,0,1
6,273,387,0,1
6,271,387,0,1
6,265,387,0,1
6,257,387,0,1
6,291,387,0,1
6,277,387,0,1
6,273,387,0,1
6,273,387,0,1
6,271,387,0,1
6,269,387,0,1
6,287,387,0,1
6,289,387,0,1
6,256,387,0,1
6,273,387,0,1
6,259,387,0,1
6,255,387,0,1
6,247,387,0,1
6,265,387,0,1
6,283,387,0,1
6,251,387,0,1
6,269,387,0,1
6,261,387,0,1
6,269,387,0,1
6,267,387,0,1
6,259,387,0,1
6,283,387,0,1
6,295,387,0,1
6,275,387,0,1
6,273,387,0,1
6,243,387,0,1
6,276,387,0,1
6,273,387,0,1
6,258,387,0,1
6,243,387,0,1
6,251,387,0,1
6,292,387,0,1
6,268,387,0,1
6,263,387,0,1
6,262,387,0,1
6,258,387,0,1
6,267,387,0,1
6,281,387,0,1
6,275,387,0,1
6,251,387,185500,1
6,253,387,0,1
6,259,387,0,1
6,271,387,0,1
6,246,387,0,1
6,277,387,0,1
6,281,387,0,1
6,285,387,0,1
6,277,387,0,1
6,265,387,0,1
6,276,387,0,1
6,265,387,0,1
6,263,387,0,1
6,262,387,0,1
6,265,387,0,1
6,279,387,0,1
6,259,387,0,1
6,269,387,0,1
6,273,387,0,1
6,271,387,0,1
6,273,387,0,1
6,261,387,0,1
6,277,387,0,1
6,269,387,0,1
6,258,387,0,1
6,261,387,0,1
6,261,387,0,1
6,269,387,0,1
6,265,387,0,1
6,255,387,0,1
6,261,387,0,1
6,259,387,0,1
6,267,387,0,1
6,283,387,0,1
6,265,387,0,1
6,265,387,0,1
6,287,387,0,1
6,257,387,0,1
6,257,387,0,1
6,249,387,0,1
6,275,387,0,1
6,261,387,0,1
6,291,387,0,1
6,251,387,0,1
6,271,387,0,1
6,259,387,0,1
6,283,387,0,1
6,269,387,0,1
6,245,387,0,1
6,255,387,0,1
6,285,387,0,1
6,257,387,0,1
6,279,387,0,1
6,259,387,0,1
6,281,387,0,1
6,285,387,192100,1
6,269,387,0,1
6,283,387,0,1
6,281,387,0,1
6,289,387,0,1
6,267,387,0,1
6,259,387,0,1
6,275,387,0,1
6,249,387,0,1
6,261,387,0,1
6,260,387,0,1
6,279,387,0,1
6,279,387,0,1
6,275,387,0,1
6,269,387,0,1
6,269,387,0,1
6,275,387,0,1
6,285,387,0,1
6,259,387,0,1
6,261,387,0,1
6,267,387,0,1
6,297,387,0,1
6,249,387,0,1
6,249,387,0,1
6,243,387,0,1
6,239,387,0,1
6,267,387,0,1
6,271,387,0,1
6,234,387,0,1
6,279,387,0,1
6,259,387,0,1
6,261,387,229800,1
6,277,387,0,1
6,295,387,0,1
6,273,387,0,1
6,263,387,0,1
6,273,387,0,1
6,255,387,0,1
6,261,387,0,1
6,287,387,0,1
6,271,387,0,1
6,259,387,0,1
6,267,387,0,1
6,254,387,0,1
6,253,387,0,1
6,265,387,0,1
6,246,387,0,1
6,283,387,0,1
6,265,387,0,1
6,251,387,0,1
6,277,387,0,1
6,261,387,0,1
6,251,387,0,1
6,273,387,0,1
6,256,387,0,1
6,247,387,0,1
6,269,387,0,1
6,271,387,0,1
6,289,387,0,1
6,229,387,0,1
6,281,387,0,1
6,251,387,0,1
6,265,387,0,1
6,281,387,0,1
6,249,387,0,1
6,264,387,0,1
6,289,387,0,1
6,253,387,0,1
6,263,387,0,1
6,305,387,0,1
6,251,387,0,1
6,277,387,0,1
6,255,387,0,1
6,267,387,255600,1
6,261,387,0,1
6,255,387,256400,1
6,269,387,0,1
6,269,387,0,1
6,275,387,0,1
6,263,387,0,1
6,259,387,0,1
6,279,387,0,1
6,255,387,0,1
6,265,387,0,1
6,263,387,0,1
6,263,387,0,1
6,269,387,0,1
6,273,387,0,1
6,272,387,0,1
6,247,387,0,1
6,243,387,0,1
6,271,387,0,1
6,243,387,0,1
6,261,387,0,1
6,249,387,0,1
6,259,387,0,1
6,285,387,0,1
6,261,387,0,1
6,263,387,0,1
6,248,387,0,1
6,257,387,0,1
6,251,387,0,1
6,250,387,0,1
6,243,387,0,1
6,273,387,0,1
6,263,387,0,1
6,263,387,0,1
6,270,387,0,1
6,269,387,0,1
6,277,387,0,1
6,257,387,257800,1
6,291,387,0,1
6,251,387,0,1
6,255,387,0,1
6,249,387,0,1
6,263,387,0,1
6,271,387,0,1
6,268,387,0,1
6,295,387,0,1
6,265,387,0,1
6,265,387,0,1
6,273,387,0,1
6,275,387,0,1
6,279,387,0,1
6,265,387,0,1
6,265,387,0,1
6,264,387,0,1
6,267,387,0,1
6,255,387,0,1
6,263,387,0,1
6,249,387,0,1
6,267,387,0,1
6,265,387,0,1
6,271,387,0,1
6,272,387,0,1
6,246,387,0,1
6,262,387,0,1
6,280,387,0,1
6,281,387,0,1
6,285,387,0,1
6,259,387,0,1
6,257,387,0,1
6,275,387,0,1
6,269,387,0,1
6,291,387,0,1
6,255,387,0,1
6,261,387,0,1
6,281,387,0,1
6,274,387,0,1
6,261,387,0,1
6,289,387,0,1
6,289,387,0,1
6,273,387,0,1
6,269,387,0,1
6,239,387,0,1
6,279,387,0,1
6,257,387,0,1
6,261,387,0,1
6,271,387,0,1
6,261,387,0,1
6,283,387,0,1
6,271,387,0,1
6,275,387,0,1
6,271,387,0,1
6,263,387,0,1
6,275,387,0,1
6,263,387,0,1
6,259,387,0,1
6,252,387,0,1
6,247,387,0,1
6,247,387,0,1
6,271,387,0,1
6,247,387,0,1
6,251,387,0,1
6,257,387,0,1
6,259,387,0,1
6,277,387,0,1
6,280,387,0,1
6,259,387,0,1
6,271,387,0,1
6,257,387,0,1
6,275,387,0,1
6,273,387,0,1
6,293,387,0,1
6,261,387,0,1
6,243,387,0,1
6,287,387,0,1
6,275,387,0,1
6,261,387,0,1
6,265,387,0,1
6,277,387,0,1
6,263,387,0,1
6,271,387,0,1
6,282,387,0,1
6,263,387,0,1
6,283,387,0,1
6,255,387,0,1
6,285,387,0,1
6,277,387,0,1
6,268,387,0,1
6,257,387,0,1
6,255,387,0,1
6,281,387,0,1
6,259,387,0,1
6,277,387,0,1
6,255,387,0,1
6,261,387,0,1
6,253,387,0,1
6,269,387,0,1
6,265,387,0,1
6,291,387,0,1
6,259,387,0,1
6,261,387,0,1
6,253,387,0,1
6,269,387,0,1
6,259,387,0,1
6,253,387,0,1
6,283,387,0,1
6,261,387,0,1
6,293,387,0,1
6,267,387,0,1
6,253,387,0,1
6,273,387,0,1
6,293,387,0,1
6,261,387,0,1
6,253,387,0,1
6,275,387,0,1
6,264,387,0,1
6,267,387,0,1
6,267,387,0,1
6,267,387,0,1
6,267,387,0,1
6,259,387,0,1
6,253,387,0,1
6,263,387,0,1
6,267,387,0,1
6,275,387,0,1
6,259,387,0,1
6,257,387,0,1
6,281,387,0,1
6,263,387,0,1
6,271,387,0,1
6,263,387,0,1
6,243,387,0,1
6,261,387,0,1
6,275,387,0,1
6,279,387,0,1
6,251,387,0,1
6,261,387,0,1
6,265,387,0,1
6,259,387,0,1
6,246,387,0,1
6,281,387,0,1
6,261,387,0,1
6,267,387,0,1
6,295,387,0,1
6,267,387,0,1
6,263,387,1015800,1
6,297,387,0,1
6,263,387,0,1
6,263,387,0,1
6,267,387,0,1
6,271,387,0,1
6,273,387,0,1
6,249,387,0,1
6,271,387,0,1
6,255,387,0,1
6,289,387,0,1
6,283,387,0,1
6,245,387,0,1
6,295,387,0,1
6,273,387,0,1
6,275,387,0,1
6,269,387,0,1
6,253,387,0,1
6,249,387,0,1
6,276,387,0,1
6,289,387,0,1
6,277,387,0,1
6,255,387,0,1
6,239,387,0,1
6,265,387,0,1
6,249,387,0,1
6,275,387,0,1
6,260,387,0,1
6,251,387,0,1
6,283,387,0,1
6,281,387,0,1
6,265,387,0,1
6,283,387,0,1
6,267,387,0,1
6,283,387,0,1
6,291,387,0,1
6,279,387,0,1
6,277,387,0,1
6,243,387,0,1
6,289,387,0,1
6,283,387,0,1
6,271,387,0,1
6,247,387,0,1
6,269,387,0,1
6,274,387,0,1
6,273,387,0,1
6,283,387,0,1
6,271,387,0,1
6,255,387,0,1
6,275,387,0,1
6,251,387,0,1
6,265,387,0,1
6,253,387,0,1
6,295,387,0,1
6,273,387,0,1
6,277,387,0,1
6,289,387,0,1
6,279,387,0,1
6,279,387,0,1
6,241,387,0,1
6,255,387,0,1
6,267,387,0,1
6,251,387,0,1
6,289,387,0,1
6,275,387,215100,1
6,265,387,0,1
6,259,387,0,1
6,263,387,0,1
6,273,387,0,1
6,251,387,0,1
6,275,387,0,1
6,269,387,0,1
6,269,387,0,1
6,277,387,0,1
6,251,387,0,1
6,267,387,0,1
6,287,387,0,1
6,271,387,0,1
6,259,387,0,1
6,261,387,0,1
6,249,387,0,1
6,270,387,0,1
6,267,387,0,1
6,277,387,0,1
6,271,387,0,1
6,257,387,0,1
6,259,387,0,1
6,271,387,0,1
6,271,387,0,1
6,277,387,0,1
6,265,387,0,1
6,275,387,0,1
6,263,387,0,1
6,271,387,0,1
6,249,387,0,1
6,277,387,0,1
6,249,387,0,1
6,257,387,0,1
6,256,387,0,1
6,253,387,0,1
6,273,387,0,1
6,279,387,0,1
6,251,387,0,1
6,251,387,0,1
6,259,387,0,1
6,289,387,0,1
6,253,387,0,1
6,253,387,0,1
6,271,387,0,1
6,255,387,0,1
6,277,387,0,1
6,279,387,0,1
6,269,387,0,1
6,259,387,0,1
6,243,387,0,1
6,259,387,0,1
6,271,387,0,1
6,273,387,0,1
6,295,387,0,1
6,271,387,0,1
6,251,387,0,1
6,263,387,0,1
6,271,387,0,1
6,259,387,0,1
6,263,387,0,1
6,271,387,0,1
6,261,387,0,1
6,261,387,0,1
6,283,387,0,1
6,282,387,0,1
6,266,387,0,1
6,267,387,0,1
6,239,387,0,1
6,287,387,0,1
6,281,387,0,1
6,277,387,0,1
6,259,387,0,1
6,277,387,0,1
6,247,387,0,1
6,255,387,0,1
6,255,387,0,1
6,265,387,0,1
6,275,387,0,1
6,251,387,0,1
6,269,387,0,1
6,261,387,0,1
6,271,387,0,1
6,249,387,0,1
6,264,387,0,1
6,305,387,0,1
6,269,387,0,1
6,263,387,0,1
6,267,387,0,1
6,264,387,0,1
6,249,387,0,1
6,279,387,0,1
6,256,387,0,1
6,265,387,0,1
6,262,387,0,1
6,289,387,0,1
6,265,387,0,1
6,247,387,0,1
6,261,387,0,1
6,250,387,0,1
6,253,387,0,1
6,307,387,0,1
6,263,387,0,1
6,278,387,0,1
6,263,387,0,1
6,273,387,0,1
6,253,387,0,1
6,261,387,0,1
6,246,387,0,1
6,268,387,0,1
6,261,387,0,1
6,242,387,0,1
6,259,387,0,1
6,285,387,0,1
6,269,387,353600,1
6,263,387,0,1
6,291,387,0,1
6,291,387,0,1
6,261,387,0,1
6,255,387,0,1
6,279,387,0,1
6,274,387,0,1
6,283,387,0,1
6,281,387,0,1
6,275,387,0,1
6,267,387,0,1
6,261,387,0,1
6,285,387,0,1
6,251,387,0,1
6,271,387,0,1
6,263,387,0,1
6,278,387,0,1
6,271,387,0,1
6,267,387,0,1
6,295,387,0,1
6,269,387,0,1
6,261,387,0,1
6,259,387,0,1
6,255,387,0,1
6,263,387,0,1
6,255,387,0,1
6,275,387,0,1
6,249,387,0,1
6,259,387,0,1
6,279,387,0,1
6,257,387,0,1
6,275,387,0,1
6,275,387,0,1
6,261,387,0,1
6,267,387,0,1
6,263,387,0,1
6,277,387,0,1
6,255,387,0,1
6,255,387,0,1
6,259,387,330800,1
6,261,387,0,1
6,261,387,0,1
6,273,387,0,1
6,263,387,0,1
6,255,387,0,1
6,267,387,0,1
6,277,387,0,1
6,288,387,0,1
6,289,387,0,1
6,270,387,0,1
6,251,387,0,1
6,249,387,0,1
6,273,387,0,1
6,249,387,0,1
6,275,387,0,1
6,263,387,0,1
6,267,387,0,1
6,267,387,0,1
6,256,387,0,1
6,263,387,0,1
6,249,387,0,1
6,261,387,0,1
6,269,387,0,1
6,261,387,0,1
6,275,387,0,1
6,279,387,0,1
6,259,387,0,1
6,259,387,0,1
6,279,387,0,1
7,563,819,0,1
7,525,819,0,1
7,565,819,0,1
7,599,819,0,1
7,497,819,0,1
7,525,819,0,1
7,549,819,0,1
7,541,819,0,1
7,551,819,0,1
7,559,819,0,1
7,557,819,0,1
7,569,819,0,1
7,542,819,0,1
7,589,819,0,1
7,541,819,0,1
7,561,819,0,1
7,563,819,0,1
7,561,819,290000,1
7,553,819,0,1
7,575,819,0,1
7,563,819,0,1
7,542,819,0,1
7,568,819,0,1
7,555,819,0,1
7,551,819,0,1
7,573,819,0,1
7,561,819,0,1
7,571,819,0,1
7,523,819,0,1
7,556,819,0,1
7,559,819,0,1
7,557,819,0,1
7,545,819,0,1
7,569,819,0,1
7,513,819,0,1
7,510,819,0,1
7,551,819,0,1
7,533,819,0,1
7,566,819,0,1
7,575,819,0,1
7,547,819,0,1
7,529,819,0,1
7,563,819,0,1
7,520,819,0,1
7,561,819,0,1
7,571,819,0,1
7,583,819,507700,1
7,555,819,0,1
7,599,819,0,1
7,575,819,0,1
7,513,819,0,1
7,517,819,0,1
7,543,819,0,1
7,571,819,0,1
7,539,819,0,1
7,583,819,0,1
7,585,819,0,1
7,561,819,0,1
7,523,819,0,1
7,571,819,0,1
7,533,819,0,1
7,541,819,0,1
7,539,819,0,1
7,563,819,0,1
7,579,819,0,1
7,562,819,0,1
7,563,819,0,1
7,534,819,0,1
7,557,819,0,1
7,539,819,0,1
7,561,819,0,1
7,569,819,0,1
7,567,819,0,1
7,551,819,0,1
7,550,819,0,1
7,545,819,0,1
7,544,819,0,1
7,561,819,0,1
7,537,819,0,1
7,575,819,0,1
7,574,819,0,1
7,559,819,0,1
7,547,819,0,1
7,539,819,0,1
7,557,819,0,1
7,579,819,0,1
7,579,819,0,1
7,572,819,0,1
7,551,819,0,1
7,551,819,0,1
7,573,819,0,1
7,519,819,0,1
7,525,819,0,1
7,552,819,0,1
7,555,819,0,1
7,563,819,0,1
7,563,819,0,1
7,568,819,0,1
7,581,819,0,1
7,569,819,0,1
7,547,819,0,1
7,545,819,0,1
7,541,819,0,1
7,521,819,0,1
7,519,819,0,1
7,557,819,0,1
7,537,819,0,1
7,535,819,0,1
7,543,819,0,1
7,553,819,0,1
7,580,819,0,1
7,517,819,0,1
7,539,819,0,1
7,547,819,0,1
7,537,819,0,1
7,553,819,0,1
7,555,819,0,1
7,547,819,0,1
7,519,819,0,1
7,510,819,0,1
7,550,819,0,1
7,511,819,0,1
7,559,819,0,1
7,516,819,0,1
